n,Marca temporal,1) ¿Cuál es su nivel más alto de estudios?,2) ¿Cuál es su edad?,3) Indique su sexo,4) Estado civil,5) ¿Actualmente se encuentra trabajando?,"6) ¿Cuántas horas a la semana trabaja? (si no trabaja, escriba un cero)",7) ¿Tienes hijos(as) o personas a su cuidado actualmente?,8) Ingresos económicos de su hogar aproximado (en pesos) en total.,9) Tipo de establecimiento secundario del que egresó,10) Tipo de formación en su educación secundaria,11) Nivel educativo alcanzado por su madre/tutor (seleccione la última cursada y aprobada),12) Nivel educativo alcanzado por su padre/tutor (seleccione la última cursada y aprobada),13) Usted está diagnosticado de acuerdo a las siguientes categorías:,emp_1,emp_2,emp_3,emp_4,emp_5,emp_6,emp_7,emp_8,emp_9,emp_10,control_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,sq_7,sq_8,sq_9,sq_10,control_2,ale_1,ale_2,ale_3,ale_4,ale_5,ale_6,ale_7,ale_8,ale_9,ale_10,ale_11,ale_12,ale_13,ale_14,ale_15,ale_16,ale_17,ale_18,ale_19,ale_20,ie_1,ie_2,ie_3,ie_4,ie_5,ie_6,ie_7,ie_8,ie_9,ie_10,ie_11,ie_12,ie_13,ie_14,ie_15,ie_16,ie_17,ie_18,ie_19,ie_20,ie_21,ie_22,ie_23,ie_24,control_3,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_7
387,2021/06/08 3:37:15 p. m. GMT,NA,22,Hombre,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,0,2,0,0,1,1,0,1,0,0,2,0,0,2,0,0,0,1,2,5,5,3,5,1,2,5,3,5,1,5,5,5,2,3,3,5,3,5,1,5,5,3,5,4,5,5,5,3,2,3,2,3,1,2,3,2,2,1,2,4,2,5,1,4,2,4,4,2,3,1,4
388,2021/06/09 11:17:03 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,2,3,3,1,3,3,2,1,4,1,1,2,2,1,1,1,1,2,4,4,2,3,1,3,4,3,2,2,2,4,4,5,5,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3
389,2021/06/10 9:33:03 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,0,1,2,0,1,0,2,0,0,0,2,1,2,0,2,2,3,3,1,3,1,4,4,1,4,1,4,5,4,3,5,1,5,4,4,1,5,5,5,5,5,4,5,5,3,3,3,5,4,3,4,3,1,1,1,1,5,5,5,5,4,3,4,4,2,5,4,5
390,2021/06/10 9:35:16 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,1,2,1,1,2,2,1,1,0,0,0,1,1,0,0,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,5,5,1,5,5,5,5,4,5,5,5,4,5,5,4,5,4,5,5,3,3,3,3,5,4,5,5,4,5,4,5,4,5,5,5
391,2021/06/10 9:37:19 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,2,1,1,1,2,0,1,1,2,0,0,1,1,1,1,0,0,2,4,5,4,4,2,3,4,4,4,1,3,5,4,1,2,3,4,5,5,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,4,4,4,5,4,4,4,4,4,3,4,4,5
392,2021/06/10 9:40:14 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,0,2,2,1,2,1,0,0,0,2,2,2,2,0,2,1,3,1,2,1,1,1,5,1,1,4,3,1,3,2,3,4,4,5,3,4,5,5,5,3,3,3,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,3,4,5,5,5,2,3,4,5
393,2021/06/10 9:43:18 p. m. GMT,NA,25,Hombre,Soltero,Sí,45,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,2,2,2,2,2,1,2,0,1,2,1,2,2,0,2,0,2,1,2,2,4,5,3,5,1,5,5,1,2,1,2,3,5,5,2,2,5,1,5,1,5,5,4,5,5,4,5,5,1,2,2,4,5,1,1,3,1,1,1,1,5,3,5,3,4,5,5,5,5,5,3,5
394,2021/06/10 9:51:55 p. m. GMT,NA,21,Mujer,Conviviente,No,0,No,0 a 290.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,0,1,1,1,2,2,1,1,1,2,2,0,0,2,2,0,2,1,0,2,4,3,1,3,1,2,2,4,3,1,1,4,3,3,1,3,1,5,5,3,4,3,3,4,3,2,3,3,4,4,3,5,5,3,5,4,4,3,2,4,4,3,4,4,4,5,5,5,4,5,3,5
395,2021/06/10 9:57:24 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,500.000 a 690.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,2,2,2,2,2,2,1,2,0,2,0,0,2,2,0,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,5,5,1,5,5,5,5,1,3,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,4,5,5,5,2,5,4,5
396,2021/06/11 12:14:35 a. m. GMT,NA,22,Mujer,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,1,1,2,2,1,1,1,2,1,2,2,3,4,5,3,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,2,3,2,2,5,3,4,2,4,4,2,4,4,4,4,4
397,2021/06/11 1:50:04 a. m. GMT,NA,21,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,2,2,0,0,2,2,1,2,2,0,2,0,2,0,0,2,2,2,3,5,5,5,1,1,1,5,5,1,5,5,1,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,1,5,5,5,5,1,4,5,1,5,5,5,5,5
398,2021/06/11 2:30:08 a. m. GMT,NA,28,Mujer,Soltero,Sí,30,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,2,1,1,1,1,1,2,1,1,1,0,0,0,1,2,0,0,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,2,2,1,5,5,4,5,5,5,5,2,4,5,5,4,5,5,5,5,5,5,5,4,4,2,4,4,4,5,2,4,4,4,4,4,4,4,4
399,2021/06/11 3:58:04 p. m. GMT,NA,24,Mujer,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,0,0,2,0,1,1,0,1,0,0,1,0,0,2,0,2,4,5,2,4,3,4,4,4,3,2,4,3,3,2,3,3,5,4,4,4,3,4,3,4,5,4,4,3,2,2,2,3,4,2,3,3,3,3,2,4,4,3,4,4,4,3,3,4,3,4,3,4
400,2021/06/13 11:47:18 p. m. GMT,NA,23,Mujer,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,1,2,2,1,2,2,1,2,0,0,0,1,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2,4,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,3,4,4,5,5,4,4,4,4,5,2,4,3,4
401,2021/06/14 12:33:34 a. m. GMT,NA,24,Hombre,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,2,2,2,2,2,2,1,2,1,0,1,1,2,2,1,2,0,2,3,1,1,2,2,5,3,3,2,5,1,3,5,4,5,5,2,4,3,1,4,3,3,3,4,4,4,4,2,3,3,4,4,3,3,3,1,1,1,2,1,5,5,4,4,2,4,5,5,5,3,4
402,2021/06/14 12:46:35 a. m. GMT,NA,23,Mujer,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,1,0,2,1,2,0,2,0,1,1,1,0,2,2,1,2,1,2,0,2,5,5,2,5,1,5,5,2,5,2,3,5,5,4,4,4,5,4,4,2,3,5,4,5,5,4,5,5,2,2,4,2,4,3,2,3,2,4,3,3,4,4,5,2,4,3,4,4,4,4,4,4
403,2021/06/14 12:59:55 a. m. GMT,NA,27,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,1,1,2,2,1,1,2,1,2,0,0,0,0,2,0,0,0,2,2,5,4,5,3,1,5,5,1,4,1,4,2,5,3,1,1,5,3,5,1,5,5,5,5,5,5,5,5,3,3,3,2,3,3,3,3,2,1,1,1,5,3,5,5,4,3,5,5,3,5,5,5
404,2021/06/14 2:12:02 a. m. GMT,NA,23,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,2,1,2,1,1,1,0,0,0,0,2,1,1,0,1,2,5,3,3,2,4,3,3,1,3,1,3,2,5,4,2,3,2,5,5,1,3,3,2,3,5,5,4,3,2,3,3,5,3,4,4,4,3,3,1,1,2,3,5,3,4,4,4,5,3,3,4,4
405,2021/06/14 3:07:52 a. m. GMT,NA,23,Hombre,Soltero,No,0,Sí,700.000 a 890.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,2,1,1,2,5,4,1,4,2,4,1,4,2,2,5,5,4,4,2,2,5,4,4,1,4,4,4,2,2,4,4,4,4,4,2,4,4,1,2,2,2,2,2,1,3,4,5,4,4,2,3,4,1,4,2,2
406,2021/06/14 3:20:57 a. m. GMT,NA,23,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,4,4,4,3,1,5,4,4,4,3,3,5,5,4,4,5,5,3,3,3,2,2,1,1,2,1,1,1,3,1,1,3,2,1,1,1,2,3,2,3,3,3,3,3,4,4,4,4,1,3,3,4
407,2021/06/14 3:55:51 a. m. GMT,NA,25,Mujer,Soltero,No,0,Sí,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,0,2,2,1,2,0,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,5,1,1,1,1,1,1,3,5,5,2,5,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,2
408,2021/06/14 1:08:15 p. m. GMT,NA,30,Mujer,Casado,Sí,18,Sí,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,0,2,2,1,2,2,2,1,1,2,0,2,0,2,0,0,2,2,0,2,4,5,4,2,2,3,3,4,4,2,2,2,3,1,3,3,3,5,5,1,4,4,5,3,3,4,4,4,3,3,4,3,3,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,5,5,5
409,2021/06/14 1:16:25 p. m. GMT,NA,23,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,1,0,2,1,0,1,1,2,2,1,2,2,2,1,1,0,2,5,4,3,2,2,4,4,2,4,2,5,2,4,4,5,4,5,4,3,3,4,4,1,4,4,2,2,3,2,2,4,2,4,2,4,2,1,1,1,1,1,3,4,2,4,2,4,4,2,4,2,2
410,2021/06/14 2:25:13 p. m. GMT,NA,23,Hombre,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,1,0,1,1,0,1,0,1,0,2,2,0,1,0,1,1,1,0,2,4,4,2,3,2,3,2,2,2,1,2,2,2,2,2,1,4,4,5,1,5,4,3,4,3,4,3,3,5,4,3,3,4,4,4,4,4,4,3,3,4,2,3,2,4,3,4,4,4,3,2,4
411,2021/06/14 8:06:37 p. m. GMT,NA,18,Hombre,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,0,0,0,0,2,0,2,1,3,1,2,1,1,1,2,1,1,4,5,1,1,3,1,5,3,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,2,5,1,3,3,5,4,5,4,4,5,4,4,3
412,2021/06/14 8:15:53 p. m. GMT,NA,19,No Binario,Soltero,No,0,No,700.000 a 890.000,Municipal,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,1,0,1,0,2,1,2,1,1,1,1,2,0,1,0,1,1,2,1,1,2,4,1,5,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,5,1,5,4,4,5,4,4,4,5,4,4,4,2,4,4,5,5,2,3,2,4,4,4,5,5,4,4,4,5,5,5,2,3
413,2021/06/14 8:16:05 p. m. GMT,NA,21,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,2,2,1,2,0,1,0,4,1,0,0,0,0,0,1,0,0,1,2,4,5,1,5,1,4,4,4,1,2,4,4,4,3,4,3,5,4,4,4,5,4,4,4,4,4,2,4,5,4,4,3,5,3,4,4,2,2,2,2,3,3,4,4,4,1,4,4,2,4,4,4
414,2021/06/14 8:18:56 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,2,1,0,2,2,2,1,0,1,1,2,2,1,1,1,2,0,1,2,2,3,2,1,2,1,3,1,3,1,1,4,1,1,1,3,1,1,5,5,3,5,3,4,3,4,3,5,4,4,4,4,4,4,4,4,5,4,4,5,5,3,4,5,3,4,2,4,4,3,4,2,3
415,2021/06/14 8:20:08 p. m. GMT,NA,18,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,1,0,0,2,1,0,1,1,2,2,0,1,2,0,2,1,2,2,4,3,1,2,3,2,3,2,1,1,3,3,2,1,2,1,1,3,4,1,4,4,4,3,3,2,2,3,4,2,4,4,3,4,4,5,5,5,5,5,5,4,4,3,4,5,2,3,2,5,4,4
416,2021/06/14 8:22:32 p. m. GMT,NA,18,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,2,1,1,1,1,1,1,2,0,1,1,2,0,0,1,1,0,2,1,1,2,4,4,1,4,2,3,2,3,2,2,3,4,4,1,3,2,5,4,4,2,4,3,3,4,1,3,3,3,3,3,3,3,3,1,3,2,1,1,1,1,3,3,3,3,4,4,4,4,3,4,4,4
417,2021/06/14 8:26:35 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,Sobre los valores anteriores,Particular pagado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,2,2,2,2,0,1,0,0,1,0,0,1,1,2,0,0,2,5,5,4,1,2,4,4,1,5,1,5,5,5,4,1,3,5,5,5,1,5,3,2,3,5,4,4,2,2,3,2,3,3,2,2,3,3,3,3,3,4,3,4,2,4,3,5,5,4,4,4,5
418,2021/06/14 8:27:46 p. m. GMT,NA,19,Mujer,Soltero,No,0,No,500.000 a 690.000,Municipal,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,2,0,0,2,1,2,2,2,0,2,0,0,2,2,2,0,0,1,2,2,2,2,2,3,2,2,2,2,2,4,2,2,1,2,2,2,4,1,1,4,5,2,4,1,5,2,2,2,2,3,2,2,2,2,2,5,4,4,5,3,5,5,5,4,5,5,4,2,5,5,4
419,2021/06/14 8:37:29 p. m. GMT,NA,19,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,1,2,2,2,2,0,1,2,2,1,1,2,0,1,2,1,1,2,4,1,1,1,1,2,2,1,1,1,1,1,1,3,2,3,1,5,5,1,5,3,4,1,2,2,2,3,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,5,5,5,5,4,4,4
420,2021/06/14 8:43:07 p. m. GMT,NA,19,Mujer,Soltero,Sí,24,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza básica incompleta,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,0,2,1,2,0,1,1,0,1,0,0,2,0,0,0,0,2,5,5,1,4,1,3,4,1,5,1,5,4,4,1,1,1,5,5,5,1,2,1,2,5,3,1,1,4,2,2,2,2,3,2,4,5,2,1,1,3,5,1,5,3,4,2,5,5,4,5,5,5
421,2021/06/14 9:23:56 p. m. GMT,NA,20,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,2,2,1,2,0,1,2,0,0,0,0,0,0,1,2,0,2,2,5,5,4,1,1,2,1,2,1,4,5,1,1,1,1,4,4,5,1,5,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,1,3,5,4,5,3,4,5,4,5,2,5,4,5
422,2021/06/15 12:26:02 p. m. GMT,NA,23,Mujer,Soltero,No,0,Sí,500.000 a 690.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,1,2,2,0,2,2,0,1,1,1,2,0,0,0,0,0,0,0,2,5,5,5,3,3,5,5,5,5,1,3,5,5,5,3,1,4,5,5,1,5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,4,2,2,2,3,3,4,4,5,4,4,5,5,4,5,5,5
423,2021/06/15 12:27:11 p. m. GMT,NA,23,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Técnico profesional,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,1,1,0,1,1,2,2,1,1,1,0,1,0,0,2,3,2,2,3,1,5,4,1,2,3,3,3,1,2,2,5,2,5,5,4,5,3,4,4,5,5,5,5,3,3,3,3,3,3,4,4,1,1,1,1,2,3,4,3,4,5,4,4,3,4,3,4
424,2021/06/15 12:27:48 p. m. GMT,NA,22,Mujer,Soltero,No,0,Sí,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,2,2,2,2,2,2,1,2,0,1,1,0,2,2,2,2,1,2,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5
425,2021/06/15 12:28:03 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,2,2,0,1,2,0,1,2,2,2,2,0,1,2,0,1,2,2,4,3,2,2,1,3,3,2,2,1,4,3,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,1,5,4,5
426,2021/06/15 12:34:27 p. m. GMT,NA,23,Mujer,Soltero,Sí,54,No,500.000 a 690.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,0,2,2,2,2,2,1,2,0,2,1,1,1,0,1,1,0,2,4,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,5,5,1,5,4,4,5,4,5,5,5,3,4,4,4,4,4,5,4,2,4,4,4,4,5,5,3,4,5,5,5,4,5,4,5
427,2021/06/15 12:34:29 p. m. GMT,NA,20,Mujer,Soltero,Sí,40,No,900.000 a 1.190.000,Municipal,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,2,2,0,1,2,0,2,0,0,0,0,2,2,0,2,5,1,1,4,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,1,5,3,1,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,3,4,5,5,5,4,4,4,5,5,5,5,3,5
428,2021/06/15 12:35:11 p. m. GMT,NA,22,Mujer,Soltero,No,0,No,700.000 a 890.000,Municipal,Técnico profesional,Enseñanza básica completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,2,2,2,2,2,2,1,0,0,1,0,2,2,2,1,0,0,2,3,5,1,2,2,1,1,5,2,1,5,1,1,4,5,5,5,4,4,5,3,3,3,5,3,2,3,3,5,2,1,3,3,4,1,3,5,5,5,5,5,4,5,5,4,5,1,1,5,1,1,1
429,2021/06/15 12:37:36 p. m. GMT,NA,22,Hombre,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,0,2,0,2,1,0,0,1,1,1,1,0,1,0,1,0,0,1,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,4,3,2,3,4,3,3,3,3,4,4,3,4,2,3,3,4,3,3,3,4,3,4,3,4,4,3,4,2,3,4,3,3,4,5
430,2021/06/15 12:51:39 p. m. GMT,NA,29,Mujer,Soltero,Sí,48,Sí,0 a 290.000,Municipal,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,1,2,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,2,4,4,2,4,1,2,4,2,3,1,4,5,5,5,5,1,5,5,4,3,5,5,5,5,5,5,5,5,3,4,5,4,3,1,4,3,5,3,3,3,4,5,5,5,4,4,4,4,5,5,5,5
431,2021/06/15 6:24:04 p. m. GMT,NA,18,Mujer,Soltero,No,0,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,0,1,2,2,2,0,0,4,2,0,0,0,2,2,1,2,1,0,2,5,5,1,5,1,5,3,3,4,3,5,5,5,4,1,1,5,5,5,1,2,3,1,1,4,5,3,3,1,2,2,3,2,1,1,1,1,1,1,1,2,2,2,2,4,3,4,4,4,5,4,5
432,2021/06/15 6:24:50 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,1,2,2,2,2,0,1,1,0,0,0,1,1,0,1,2,2,2,5,5,3,4,1,5,5,4,5,1,4,2,5,5,2,2,5,5,5,1,5,5,5,5,4,5,5,5,2,2,4,4,5,2,5,5,4,5,5,5,5,5,5,5,4,5,4,5,4,4,4,5
433,2021/06/15 6:27:45 p. m. GMT,NA,19,Mujer,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,2,1,1,2,2,0,0,1,2,2,0,0,0,2,0,1,2,0,2,4,4,1,5,2,2,1,3,2,2,1,2,2,2,3,3,5,3,3,2,3,3,4,3,3,2,3,3,3,3,3,3,4,4,3,4,3,2,1,2,5,4,4,3,4,4,3,1,5,5,2,3
434,2021/06/15 6:27:57 p. m. GMT,NA,18,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,2,1,1,2,2,0,1,1,1,0,0,0,0,0,1,0,0,2,2,4,1,5,2,1,1,2,3,2,3,4,1,1,3,2,4,4,5,3,4,4,4,4,3,3,3,5,5,4,3,4,4,2,2,4,4,4,3,4,4,4,4,4,4,3,4,5,5,3,4,5
435,2021/06/15 6:29:18 p. m. GMT,NA,18,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,0,2,1,1,0,1,2,2,1,2,1,2,0,0,0,1,2,2,2,2,1,1,3,4,1,4,4,4,4,1,5,5,4,1,3,1,5,5,5,1,4,1,1,4,1,1,1,1,4,4,4,4,4,5,5,5,3,3,3,3,4,3,4,3,4,5,2,3,2,3,1,1
436,2021/06/15 6:29:38 p. m. GMT,NA,19,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,0,2,1,2,2,2,0,1,1,2,1,0,2,2,2,2,0,0,2,3,4,2,4,2,2,3,4,3,1,5,1,3,1,2,1,1,5,5,1,3,3,4,5,1,2,3,4,3,4,3,4,5,2,4,4,5,5,2,4,5,3,5,5,4,5,5,5,5,5,5,5
437,2021/06/15 6:30:58 p. m. GMT,NA,21,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,1,1,2,1,2,2,1,1,1,2,0,1,0,2,0,2,1,2,3,2,1,4,3,3,2,1,1,3,3,1,1,1,1,1,3,3,3,1,4,4,4,4,2,3,3,4,2,2,3,3,4,2,4,2,4,5,5,5,5,5,5,5,4,4,4,4,3,4,4,5
